序号,发布日期,发布时间（页面时区）,视频标题,视频链接,视频ID
463,2024-09-23,09:51:07-07:00,BTC短期下調，但能去更高？ETH將有機會？！,https://www.youtube.com/watch?v=LzCOi7VHBNw,LzCOi7VHBNw
464,2024-09-21,08:15:38-07:00,李小龍的慾望清單！Think and Grow Rich 《思想致富》之慾望,https://www.youtube.com/watch?v=RFWC2pmIOsk,RFWC2pmIOsk
465,2024-09-20,10:05:27-07:00,BTC正常反彈？漲到哪？！ETH強勢了？,https://www.youtube.com/watch?v=UkJqTltRwxU,UkJqTltRwxU
466,2024-09-19,10:13:45-07:00,BTC重要突破！減息50基點，帶回牛市？eth去這！,https://www.youtube.com/watch?v=yU0xRQkcT90,yU0xRQkcT90
467,2024-09-18,09:55:33-07:00,BTC目標漲到！假突破出現！不太樂觀？,https://www.youtube.com/watch?v=AQbHLjpkrfw,AQbHLjpkrfw
468,2024-09-17,09:38:29-07:00,BTC剛突破！繼續漲？趨勢線是關鍵！eth呢？,https://www.youtube.com/watch?v=aWtnMC3YVbA,aWtnMC3YVbA
469,2024-09-16,10:22:40-07:00,BTC沖高失敗？60000沒站穩！能否撐住？,https://www.youtube.com/watch?v=kqXwS69hpTM,kqXwS69hpTM
470,2024-09-14,07:52:36-07:00,這樣想，就會富！Think and Grow RICH 《思想致富》一,https://www.youtube.com/watch?v=3ou2LWojnx4,3ou2LWojnx4
471,2024-09-13,10:00:23-07:00,BTC強突破！蓄勢久，燃料足！繼續上攻？,https://www.youtube.com/watch?v=O1v5fh6sOdM,O1v5fh6sOdM
472,2024-09-12,09:39:53-07:00,BTC缺口補足，如期上漲！下一站是？,https://www.youtube.com/watch?v=o54dyR4FjO0,o54dyR4FjO0
473,2024-09-11,10:05:57-07:00,BTC反彈！回踩一下，補足缺口！繼續漲？,https://www.youtube.com/watch?v=l6no7ZvIivQ,l6no7ZvIivQ
474,2024-09-09,10:17:58-07:00,BTC觸底反彈？等一個高點！ES/NQ/ETH……,https://www.youtube.com/watch?v=SyIp-8rHwnA,SyIp-8rHwnA
475,2024-09-06,11:40:54-07:00,美股暴跌！BTC難撐！仍在下跌，等什麼強勢信號？,https://www.youtube.com/watch?v=Uc78OUFUCrg,Uc78OUFUCrg
476,2024-09-05,11:30:07-07:00,BTC，磨人的緩跌！等這兩個信號……,https://www.youtube.com/watch?v=dMNunXS-T80,dMNunXS-T80
477,2024-09-04,10:07:37-07:00,BTC強勢日線！破前低反彈！ETH也可能？,https://www.youtube.com/watch?v=F_0lProOP-U,F_0lProOP-U
478,2024-09-03,11:22:46-07:00,美股狂跌！BTC呢？盤整既久，加倍看漲/看跌？,https://www.youtube.com/watch?v=I6-oNPrnugg,I6-oNPrnugg
479,2024-09-02,10:02:31-07:00,BTC負資金費！密集出現！以往都漲，這次呢？,https://www.youtube.com/watch?v=7d5-boMHJqU,7d5-boMHJqU
480,2024-08-30,10:00:34-07:00,BTC鈍刀割肉！緩緩下跌，反彈沒了？ETH清晰走勢！,https://www.youtube.com/watch?v=2GWeKl4p9u0,2GWeKl4p9u0
481,2024-08-29,10:38:11-07:00,BTC反彈空？期貨缺口補足！能更高？,https://www.youtube.com/watch?v=nZ5xH3Z3i1g,nZ5xH3Z3i1g
482,2024-08-28,08:49:38-07:00,頹勢初現！BTC急跌57000！抄底做多？回抽做空？,https://www.youtube.com/watch?v=nTEAnyADB7k,nTEAnyADB7k
483,2024-08-27,09:54:11-07:00,BTC跌回61000！還能漲嗎？以太2800過不去？！,https://www.youtube.com/watch?v=4yTY30CkiiU,4yTY30CkiiU
484,2024-08-26,11:09:27-07:00,BTC周線走強！盤整中，一跌就慌？ETH初測2800！,https://www.youtube.com/watch?v=d2DMv0a2SF4,d2DMv0a2SF4
485,2024-08-23,10:27:08-07:00,利好BTC？即將減息！錢變多了，只能漲？ETH要等2800！,https://www.youtube.com/watch?v=yw1qmEKnumU,yw1qmEKnumU
486,2024-08-21,09:48:55-07:00,BTC太多人做空？資金費率又負了！好事？,https://www.youtube.com/watch?v=JypUCAPjyIM,JypUCAPjyIM
487,2024-08-20,10:34:33-07:00,BTC向上假突破！跌哪去？ETH需要站上2800！,https://www.youtube.com/watch?v=_pVDe1NraWA,_pVDe1NraWA
488,2024-08-19,09:15:01-07:00,BTC上下補缺口！盤整夠久，小力量就出方向！,https://www.youtube.com/watch?v=hImkh__XSmo,hImkh__XSmo
489,2024-08-16,09:16:02-07:00,BTC反彈！重回VAL，強勢出現！ETH呢？,https://www.youtube.com/watch?v=Slp_9am_ipM,Slp_9am_ipM
490,2024-08-15,11:13:54-07:00,BTC回抽受阻！門擋住了，繼續跌？coinbase還挺樂觀！,https://www.youtube.com/watch?v=sYS3ZoQiPbQ,sYS3ZoQiPbQ
491,2024-08-14,10:09:29-07:00,BTC盤整中的短空！早盤假突破！趨勢還在嗎？,https://www.youtube.com/watch?v=pnMx7qiTJY0,pnMx7qiTJY0
492,2024-08-13,09:40:39-07:00,BTC踩穩了？隨美股上漲！ETH需要站回這條線……,https://www.youtube.com/watch?v=uBD1zVk8C7s,uBD1zVk8C7s
493,2024-08-12,09:21:38-07:00,BTC周線強勢！成交有量！繼續漲？ETH呢？,https://www.youtube.com/watch?v=reEGtA4outg,reEGtA4outg
494,2024-08-09,08:49:33-07:00,比特幣62000！0.618受阻，能否再漲？！,https://www.youtube.com/watch?v=8fv5sdr9nHA,8fv5sdr9nHA
495,2024-08-08,08:48:26-07:00,比特幣59000！上方真空？Doge等山寨有機會！,https://www.youtube.com/watch?v=mV8nX8VPPZ0,mV8nX8VPPZ0
496,2024-08-07,09:17:28-07:00,BTC真反彈？假反彈？！跌到哪做多？,https://www.youtube.com/watch?v=ZuLa0EFdHuM,ZuLa0EFdHuM
497,2024-08-06,08:59:28-07:00,BTC反彈！大拋售是大機會？留意這條線……,https://www.youtube.com/watch?v=oJi2hzyJVt0,oJi2hzyJVt0
498,2024-08-05,10:01:48-07:00,全球恐慌！比特幣48900！趕緊拋or淡定買？,https://www.youtube.com/watch?v=WepiV_N78uY,WepiV_N78uY
499,2024-08-02,11:12:53-07:00,美股潰敗，BTC跟跌！跌多了反彈？,https://www.youtube.com/watch?v=Foc0mk6WboM,Foc0mk6WboM
500,2024-08-01,10:55:32-07:00,BTC跌到哪？兩個缺口！做多？何為自律？,https://www.youtube.com/watch?v=XBRZOpl0o9I,XBRZOpl0o9I
501,2024-07-31,10:17:13-07:00,BTC等風來！聯儲減息利好？政府賣BTC？,https://www.youtube.com/watch?v=MkrM3hzz_HY,MkrM3hzz_HY
502,2024-07-30,10:45:37-07:00,比特幣VAH受阻，近期主題是止盈！震蕩到哪去？,https://www.youtube.com/watch?v=-PJcarKqclk,-PJcarKqclk
503,2024-07-29,09:53:01-07:00,BTC回70K！Trump支持，卻跌了？早盤危險信號！,https://www.youtube.com/watch?v=62OlLeyN_DE,62OlLeyN_DE
504,2024-07-26,09:17:30-07:00,BTC強反彈！去69300？大趨勢是……,https://www.youtube.com/watch?v=uWcIJHG2ZA8,uWcIJHG2ZA8
505,2024-07-25,09:18:05-07:00,美股拖下BTC！一根大陽線，完美破底翻！,https://www.youtube.com/watch?v=txgwORXw7PY,txgwORXw7PY
506,2024-07-24,10:29:09-07:00,比特幣不慌？仍在盤整中！Tesla暴跌10%……,https://www.youtube.com/watch?v=6Vj-PpBAxGY,6Vj-PpBAxGY
507,2024-07-23,08:42:25-07:00,比特幣上不去了？盤整中繼？還是要向下了？,https://www.youtube.com/watch?v=J_LizZUWJYQ,J_LizZUWJYQ
508,2024-07-22,09:36:30-07:00,比特幣周線收強！美股也反彈？不好再做多！,https://www.youtube.com/watch?v=k_L5bSRkOa0,k_L5bSRkOa0
509,2024-07-19,09:26:50-07:00,比特幣66000！小回調後繼續漲！趨勢仍向上？,https://www.youtube.com/watch?v=9NzhOWhphZs,9NzhOWhphZs
510,2024-07-18,09:32:43-07:00,比特幣0.66受阻！盤一下再漲？下方有缺口！,https://www.youtube.com/watch?v=fBhRbwfRMCY,fBhRbwfRMCY
511,2024-07-17,09:48:35-07:00,比特幣0.66強阻！科技股狂跌，BTC難撐住？,https://www.youtube.com/watch?v=1Z9iNDTBM1k,1Z9iNDTBM1k
512,2024-07-16,09:35:25-07:00,BTC漲了12000！止盈？0.618受阻！做空？,https://www.youtube.com/watch?v=gzPZXG_h1iA,gzPZXG_h1iA
513,2024-07-15,19:12:01-07:00,Tesla特斯拉突破趨勢線！繼續漲？,https://www.youtube.com/watch?v=-3weyeJDadM,-3weyeJDadM
514,2024-07-14,21:52:52-07:00,BTC突破趨勢線！重上62000，開始反彈？,https://www.youtube.com/watch?v=YqR22Wwb03M,YqR22Wwb03M
515,2024-07-12,09:20:30-07:00,BTC向上回抽！等突破？它一定會去……,https://www.youtube.com/watch?v=RpIMq7Fd2FU,RpIMq7Fd2FU
516,2024-07-11,11:00:08-07:00,CPI消息日，BTC先漲後跌！再往下？,https://www.youtube.com/watch?v=8kJ18u5GbTc,8kJ18u5GbTc
517,2024-07-10,09:21:38-07:00,比特幣，反彈無效？三角假突破？看前低！,https://www.youtube.com/watch?v=B9lsHWbBWEA,B9lsHWbBWEA
518,2024-07-09,09:33:55-07:00,BTC仍三角盤整！美股新高，比特幣跟漲？等三角突破！Tesla,https://www.youtube.com/watch?v=60fi0Ztj_mE,60fi0Ztj_mE
519,2024-07-08,09:36:38-07:00,比特幣，55000懸崖邊！周線收弱？在走三角形！,https://www.youtube.com/watch?v=7GkQraHi0XU,7GkQraHi0XU
520,2024-07-05,08:57:38-07:00,比特幣53000，前低終跌破！別人恐慌，我也恐慌？,https://www.youtube.com/watch?v=RxBVCofqdZ8,RxBVCofqdZ8
521,2024-07-04,09:54:19-07:00,BTC最後的防線！跌慌了？出現了恐慌拋售！,https://www.youtube.com/watch?v=WHF87ekqBjY,WHF87ekqBjY
522,2024-07-03,09:05:22-07:00,BTC假突破！再測60000，還能撐住？,https://www.youtube.com/watch?v=D8712NWwpNM,D8712NWwpNM
523,2024-07-02,08:41:46-07:00,比特幣123假突破？！可做多，可做空，怎麼選？,https://www.youtube.com/watch?v=LkOfRuFWntA,LkOfRuFWntA
524,2024-07-01,09:03:52-07:00,BTC突破！周線強勢，123法則做多？這線別跌破！,https://www.youtube.com/watch?v=8xYg3fyShEM,8xYg3fyShEM
525,2024-06-28,10:03:15-07:00,BTC下探平行底？等123突破，最佳交易！,https://www.youtube.com/watch?v=3bXGoGDt1Mg,3bXGoGDt1Mg
526,2024-06-27,09:09:05-07:00,BTC精準反彈！看漲盤口，留下平行底……ETH呢？,https://www.youtube.com/watch?v=3weppyHQFMs,3weppyHQFMs
527,2024-06-26,08:43:40-07:00,比特幣反彈中！回踩做多？兩個位置很留意！,https://www.youtube.com/watch?v=pdQiC07giMg,pdQiC07giMg
528,2024-06-25,08:41:07-07:00,比特幣反彈！跌到58000，站回60K，穩了嗎？！,https://www.youtube.com/watch?v=gtdIPIe4Jjc,gtdIPIe4Jjc
529,2024-06-24,08:15:16-07:00,比特幣回60000！毫無反彈，還能跌哪去？,https://www.youtube.com/watch?v=Aandu9vo4fU,Aandu9vo4fU
530,2024-06-21,10:31:42-07:00,BTC滿月將至！何時站回xxx，就何時嘗試做多！,https://www.youtube.com/watch?v=_riFFnFe9aY,_riFFnFe9aY
531,2024-06-20,10:11:47-07:00,BTC反彈$2000又跌回！前些天考驗耐心，這兩天考驗信心……,https://www.youtube.com/watch?v=gp_K8-Bo8Yw,gp_K8-Bo8Yw
532,2024-06-19,09:09:43-07:00,BTC謹慎樂觀！64000跌到，嘗試做多？,https://www.youtube.com/watch?v=tJUQ-uApRPE,tJUQ-uApRPE
533,2024-06-18,09:36:50-07:00,比特幣，終於64500！可以做多了嗎？留意反彈信號！,https://www.youtube.com/watch?v=jKPzzem1lI4,jKPzzem1lI4
534,2024-06-17,09:15:45-07:00,BTC臨近64K！比特幣還在牛市，山寨已跌到熊市了,https://www.youtube.com/watch?v=PuRMvf81_VE,PuRMvf81_VE
535,2024-06-14,09:46:08-07:00,比特幣去64K？美股漲，BTC跌，是還沒跌到位？,https://www.youtube.com/watch?v=CfnsgmrT4GE,CfnsgmrT4GE
536,2024-06-13,09:23:48-07:00,比特幣，沒跌到位？上下插針，盤整到哪去？,https://www.youtube.com/watch?v=UU32zhY4Tz4,UU32zhY4Tz4
537,2024-06-12,08:33:17-07:00,BTC又回七萬！AB=CD，直奔新高？ETH回踩可做多？,https://www.youtube.com/watch?v=CyDkKImX4Qo,CyDkKImX4Qo
538,2024-06-10,07:07:44-07:00,比特幣，還差一個突破！下方有缺口，上方有引力，去哪？,https://www.youtube.com/watch?v=yRFSRRTepSE,yRFSRRTepSE
539,2024-06-07,10:10:19-07:00,比特幣，還新高嗎？華爾街早盤假突破！新月？,https://www.youtube.com/watch?v=d_NnKFJ2WUk,d_NnKFJ2WUk
540,2024-06-05,10:20:06-07:00,比特幣71000，目標更近！BYBIT支持大陸KYC！帕勞ID用不上了……,https://www.youtube.com/watch?v=glkASirmko8,glkASirmko8
541,2024-06-04,09:21:16-07:00,BTC遲早去74000？趨勢線突破！不再攔阻，ETH呢？,https://www.youtube.com/watch?v=xJUf3Gt6B84,xJUf3Gt6B84
542,2024-06-03,09:12:11-07:00,BTC假動作開局？70000受阻！掉頭向下，或直接去75000？,https://www.youtube.com/watch?v=3P_sVQI16GE,3P_sVQI16GE
543,2024-05-31,10:00:21-07:00,比特幣二測POC！反彈做多？ETH還不行！,https://www.youtube.com/watch?v=t46j9Yay434,t46j9Yay434
544,2024-05-30,08:51:01-07:00,BTC改變計劃？盤整時，最忌諱的和最該做的！,https://www.youtube.com/watch?v=1hR5HAKMoRQ,1hR5HAKMoRQ
545,2024-05-29,08:25:58-07:00,比特幣盤整待發！ETH多空換手後，繼續漲？,https://www.youtube.com/watch?v=OF-z1mIGnlA,OF-z1mIGnlA
546,2024-05-28,08:06:52-07:00,比特幣，突破受阻！等它跌到這？或蓄力再突破！,https://www.youtube.com/watch?v=YM1fP7gn6Cg,YM1fP7gn6Cg
547,2024-05-27,09:58:23-07:00,比特幣再上70000！空頭陷阱！74000可期？ETH更強？,https://www.youtube.com/watch?v=zoY8wx5uXLA,zoY8wx5uXLA
548,2024-05-24,08:19:07-07:00,比特幣POC撐住！若去64500更好？ETH利好出盡？！,https://www.youtube.com/watch?v=KROjEoJcMlA,KROjEoJcMlA
549,2024-05-23,08:26:55-07:00,比特幣跌下70000！到哪撐住？ETH回調能買嗎？,https://www.youtube.com/watch?v=KMDa87xG4-s,KMDa87xG4-s
550,2024-05-22,08:36:25-07:00,比特幣71000繼續漲？止盈的重要性！,https://www.youtube.com/watch?v=ZwMtJp7sehM,ZwMtJp7sehM
551,2024-05-21,08:52:51-07:00,BTC暴漲71000！ETH暴漲20%！追進去，還是止盈出來？,https://www.youtube.com/watch?v=4yXdKHzbuwA,4yXdKHzbuwA
552,2024-05-20,08:11:08-07:00,BTC周線強勢！跌到哪可加倉？漲到哪是目標？ETH密切關注！,https://www.youtube.com/watch?v=47GFOrwsIqI,47GFOrwsIqI
553,2024-05-17,07:55:45-07:00,比特幣，上漲一切正常？漲到多少，諧波目標位？！,https://www.youtube.com/watch?v=jyvMaEVCxe0,jyvMaEVCxe0
554,2024-05-16,08:34:08-07:00,比特幣這條線上都看漲！回踩做多？ETH/BTC狂跌！做多以太？,https://www.youtube.com/watch?v=xs6nkTKMWJA,xs6nkTKMWJA
555,2024-05-15,08:08:12-07:00,比特幣突破！盤整就是等你，但不會等太久！,https://www.youtube.com/watch?v=CX6tpGMFfpo,CX6tpGMFfpo
556,2024-05-14,08:13:23-07:00,比特幣蓄力中！ETH若突破，像Pepe一樣漲？,https://www.youtube.com/watch?v=MeOT2fcZv8o,MeOT2fcZv8o
557,2024-05-13,08:15:30-07:00,比特幣，周線看漲嗎？日線回踩做多？週一上漲不太妙？！,https://www.youtube.com/watch?v=grxUirKhUtM,grxUirKhUtM
558,2024-05-10,09:46:10-07:00,比特幣急跌！漲得慢，跌得快，走壞了？什麼是初學者狂熱？,https://www.youtube.com/watch?v=sMZgIgqGTus,sMZgIgqGTus
559,2024-05-09,08:31:30-07:00,比特幣見頂了？！威科夫派發？還做多嗎？,https://www.youtube.com/watch?v=2s03GgGCEtI,2s03GgGCEtI
560,2024-05-08,08:00:08-07:00,比特幣正常回調？！回踩做多？或新月做空？,https://www.youtube.com/watch?v=FYxLwpjiMio,FYxLwpjiMio
561,2024-05-07,07:30:35-07:00,比特幣上車做多？跌到這兩個位置，若收回可嘗試！ETH呢？,https://www.youtube.com/watch?v=JI159p5Cf2k,JI159p5Cf2k
562,2024-05-06,08:06:23-07:00,比特幣如期上漲！65000到了，75000會到嗎？,https://www.youtube.com/watch?v=RjszxAbSteY,RjszxAbSteY
563,2024-05-03,08:03:03-07:00,BTC做多了！破底翻後，站回59K！去70K？,https://www.youtube.com/watch?v=RruLv4w8JRI,RruLv4w8JRI
564,2024-05-02,08:09:41-07:00,BTC最佳做多機會！如果站回59XXX……還做空嗎？,https://www.youtube.com/watch?v=u0ETcwczPvA,u0ETcwczPvA
565,2024-05-01,08:00:58-07:00,BTC跌破59000！跌破前低，能否收回去？下方52000？,https://www.youtube.com/watch?v=p3J9UErO69g,p3J9UErO69g
566,2024-04-30,07:55:39-07:00,BTC西西弗斯式上漲？稍漲就跌！59000深淵有吸引？,https://www.youtube.com/watch?v=s7vShmRFkqQ,s7vShmRFkqQ
567,2024-04-29,07:40:55-07:00,BTC跌到可以買？這兩大原因，讓我不做空！,https://www.youtube.com/watch?v=8sdQkEjY5u8,8sdQkEjY5u8
568,2024-04-26,09:28:51-07:00,比特幣回彈無力？不算太糟，仍在反彈中！,https://www.youtube.com/watch?v=2IhmIMoAlBA,2IhmIMoAlBA
569,2024-04-25,09:54:18-07:00,BTC反彈來了？做多機會？已帶止損做多，試一下！,https://www.youtube.com/watch?v=ZQ6muBbo0Mg,ZQ6muBbo0Mg
570,2024-04-24,09:40:01-07:00,BTC跌到多少做多？POC受阻！趨勢線跌破！CZ判三年？,https://www.youtube.com/watch?v=KESB_pNTnUw,KESB_pNTnUw
571,2024-04-23,07:28:53-07:00,比特幣POC受阻，為什麼不做空？跌到哪可做多？,https://www.youtube.com/watch?v=cw1RQg4CTC4,cw1RQg4CTC4
572,2024-04-22,07:40:53-07:00,比特幣，跌就做多？臨近滿月，即將強勢？！,https://www.youtube.com/watch?v=hx-xDHNgNyo,hx-xDHNgNyo
573,2024-04-19,07:38:41-07:00,比特幣急漲5000！創出小高點，第一次強勢出現！,https://www.youtube.com/watch?v=NzxomTC2qd0,NzxomTC2qd0
574,2024-04-18,08:49:03-07:00,比特幣嘗試做多！負的資金費率，還跌到哪去？,https://www.youtube.com/watch?v=jbBaadMswEs,jbBaadMswEs
575,2024-04-17,09:42:00-07:00,比特幣反彈無力，去58K？什麼樣的反彈可做多？,https://www.youtube.com/watch?v=SnenwPOdw3Y,SnenwPOdw3Y
576,2024-04-16,09:33:21-07:00,比特幣緩跌！忍不住想做空？反彈無力，BTC怎麼了！,https://www.youtube.com/watch?v=GtP3orayd1M,GtP3orayd1M
577,2024-04-15,08:18:01-07:00,比特幣急跌59000！徹底頹勢？又一次抄底機會？,https://www.youtube.com/watch?v=uBC7hCorsOM,uBC7hCorsOM
578,2024-04-12,09:49:08-07:00,比特幣下跌！正常回踩？或頹勢出現？黃金暴漲，BTC呢？,https://www.youtube.com/watch?v=t5lZ6eDo_M0,t5lZ6eDo_M0
579,2024-04-11,07:38:05-07:00,比特幣繼續漲？三角中繼，去74000？等待回踩，更高的低點！,https://www.youtube.com/watch?v=G7qhgxSAia8,G7qhgxSAia8
580,2024-04-10,07:46:48-07:00,BTC做空？已跌到0.618！為什麼期待更高？,https://www.youtube.com/watch?v=gexuaFuzhww,gexuaFuzhww
581,2024-04-09,07:38:37-07:00,比特幣回踩做多？三角假突破做空？！74000還去嗎？,https://www.youtube.com/watch?v=JS4MISf96M0,JS4MISf96M0
582,2024-04-08,07:31:50-07:00,比特幣三角突破，再上72000！日食和新月，留意假突破……,https://www.youtube.com/watch?v=pbZzQFfXnDE,pbZzQFfXnDE
583,2024-04-05,07:46:37-07:00,BTC盤整區的秘密！三次之後，將出方向？交易機會！,https://www.youtube.com/watch?v=SGL4xcO0bgY,SGL4xcO0bgY
584,2024-04-04,07:55:52-07:00,比特幣真反彈？這次不做空！三角盤整逐漸清晰！,https://www.youtube.com/watch?v=HgWKXm13l48,HgWKXm13l48
585,2024-04-03,08:22:31-07:00,比特幣反彈！跌到位了？POC是強阻！67300值得留意？,https://www.youtube.com/watch?v=FkwUN3DbL1k,FkwUN3DbL1k
586,2024-04-02,07:20:55-07:00,70000上不去？暴跌六千！BTC走壞了嗎？,https://www.youtube.com/watch?v=wzc43oOIoKM,wzc43oOIoKM
587,2024-04-01,07:45:47-07:00,比特幣不上不下！看漲？看跌？周線分析！,https://www.youtube.com/watch?v=ykvtpyfI_wE,ykvtpyfI_wE
588,2024-03-29,07:09:49-07:00,比特幣反彈！盤整區看漲？回踩0.618後去哪？,https://www.youtube.com/watch?v=ewxlwoxvlbQ,ewxlwoxvlbQ
589,2024-03-28,07:14:54-07:00,比特幣急漲急跌，清槓桿！只要跌，就能買？ETH、DOGE繼續漲？,https://www.youtube.com/watch?v=lRdckTq9ESk,lRdckTq9ESk
590,2024-03-27,07:12:25-07:00,BTC沖高回落！能否再漲？大級別做多，小級別做空？,https://www.youtube.com/watch?v=zZNdKU4rqNQ,zZNdKU4rqNQ
591,2024-03-26,06:56:46-07:00,比特幣強勢站回！去75000？除非……,https://www.youtube.com/watch?v=7h31NI-Dbbw,7h31NI-Dbbw
592,2024-03-25,07:38:29-07:00,比特幣已做多！並非因為滿月？還做空嗎？,https://www.youtube.com/watch?v=Cpp176qO19A,Cpp176qO19A
593,2024-03-24,06:38:16-07:00,心法：富人是怎麼想的？,https://www.youtube.com/watch?v=1WpTDM8NM5g,1WpTDM8NM5g
594,2024-03-22,07:26:35-07:00,比特幣頭肩頂？反彈無力，去59000？！,https://www.youtube.com/watch?v=ToJDno7sSGs,ToJDno7sSGs
595,2024-03-21,07:15:39-07:00,反彈68000！危險未消，除非周線站回！多空之間，就這幾天！,https://www.youtube.com/watch?v=ORFNtMqcCXI,ORFNtMqcCXI
596,2024-03-20,07:49:45-07:00,前五次跌20%，這次也快見底了？合約做多、現貨抄底，略有不同！,https://www.youtube.com/watch?v=5HQhzyZqT4o,5HQhzyZqT4o
597,2024-03-19,07:27:28-07:00,74000到63000，BTC跌完了嗎？我為什麼沒接多？,https://www.youtube.com/watch?v=1ZrAOSg6Kj0,1ZrAOSg6Kj0
598,2024-03-18,08:00:38-07:00,比特幣，周線頹勢！假突破發生，若不站回就要小心！,https://www.youtube.com/watch?v=oHownWB_q68,oHownWB_q68
599,2024-03-15,08:53:34-07:00,BTC假突破！頹了嗎？反手做空？還能再漲嗎？ETH呢,https://www.youtube.com/watch?v=wOp5Eu9opM4,wOp5Eu9opM4
600,2024-03-14,07:14:15-07:00,BTC恐高？一再新高一再急跌！波動大了，危險近了？,https://www.youtube.com/watch?v=G7wXKlMF2IU,G7wXKlMF2IU
601,2024-03-13,07:04:16-07:00,比特幣穩了？跌4000漲5000，正常嗎？Btc、Eth、Pepe分析！,https://www.youtube.com/watch?v=Oe8HasitSUk,Oe8HasitSUk
602,2024-03-12,07:28:44-07:00,比特幣72K，未見頹勢！除非……,https://www.youtube.com/watch?v=lW6pzIyx1hA,lW6pzIyx1hA
603,2024-03-11,07:18:14-07:00,比特幣72000，一切剛剛開始！只要不……,https://www.youtube.com/watch?v=NwHiO9gZKrM,NwHiO9gZKrM
604,2024-03-08,07:24:21-08:00,一夜漲35%！暴漲幣有共同點！比特幣蓄勢，山寨跟漲！,https://www.youtube.com/watch?v=-jYvBKclaYY,-jYvBKclaYY
